i,target,point,pair
2386,0.745000,0.682015,0.771854
2387,0.745000,0.560874,0.634504
2388,0.745000,0.687020,0.837893
2389,0.746667,0.636400,0.752729
2390,0.746667,0.650853,0.767930
2391,0.746667,0.672783,0.846776
2392,0.746667,0.663541,0.731933
2393,0.746667,0.433061,0.307323
2394,0.746667,0.575000,0.538884
2395,0.746667,0.622534,0.605217
2396,0.746667,0.693167,0.831525
2397,0.746667,0.666361,0.671817
2398,0.746667,0.547496,0.609028
2399,0.748333,0.545604,0.513643
2400,0.748333,0.656645,0.672279
2401,0.748333,0.656422,0.696028
2402,0.748333,0.636511,0.753011
2403,0.748333,0.646637,0.683392
2404,0.748333,0.630930,0.630282
2405,0.748333,0.664029,0.804103
2406,0.748333,0.659187,0.675533
2407,0.748333,0.565172,0.751911
2408,0.748333,0.655902,0.657737
2409,0.748333,0.679058,0.807696
2410,0.750000,0.671245,0.737313
2411,0.750000,0.627820,0.666781
2412,0.750000,0.688356,0.757140
2413,0.750000,0.657744,0.773598
2414,0.750000,0.639053,0.635554
2415,0.750000,0.539135,0.473720
2416,0.750000,0.667759,0.760003
2417,0.750000,0.691847,0.840979
2418,0.750000,0.594644,0.551787
2419,0.750000,0.551907,0.526663
2420,0.750000,0.691055,0.852782
2421,0.750000,0.695124,0.842199
2422,0.750000,0.640328,0.751666
2423,0.750000,0.685330,0.865009
2424,0.750000,0.666325,0.697089
2425,0.750000,0.640909,0.703370
2426,0.750000,0.669569,0.759808
2427,0.750000,0.593114,0.563143
2428,0.750000,0.647784,0.644373
2429,0.750000,0.664100,0.750126
2430,0.750000,0.577519,0.581173
2431,0.750000,0.618560,0.658281
2432,0.750000,0.656644,0.672279
2433,0.750000,0.654833,0.718624
2434,0.750000,0.593563,0.692443
2435,0.750000,0.678756,0.736895
2436,0.750000,0.678998,0.763926
2437,0.750000,0.628958,0.668119
2438,0.750000,0.467521,0.511148
2439,0.750000,0.562658,0.585537
2440,0.750000,0.653891,0.716805
2441,0.750000,0.625733,0.674799
2442,0.750000,0.697002,0.892004
2443,0.750000,0.451753,0.407884
2444,0.750000,0.695579,0.857268
2445,0.750000,0.645046,0.675451
2446,0.750000,0.669330,0.756206
2447,0.750000,0.666116,0.691213
2448,0.750000,0.626028,0.547874
2449,0.750000,0.616281,0.604094
2450,0.750000,0.675316,0.749396
2451,0.751667,0.686542,0.831377
2452,0.751667,0.636259,0.670682
2453,0.751667,0.671252,0.713100
2454,0.751667,0.635689,0.739449
2455,0.751667,0.688708,0.844847
2456,0.751667,0.657641,0.842160
2457,0.753333,0.629549,0.638261
2458,0.753333,0.602250,0.614766
2459,0.753333,0.671502,0.817817
2460,0.753333,0.498483,0.590984
2461,0.753333,0.628763,0.736075
2462,0.753333,0.623617,0.631078
2463,0.753333,0.673471,0.736332
2464,0.755000,0.656389,0.671915
2465,0.755000,0.672583,0.747349
2466,0.756667,0.671019,0.758379
2467,0.756667,0.576408,0.678447
2468,0.756667,0.656823,0.718064
2469,0.756667,0.654492,0.680630
2470,0.756667,0.691077,0.888634
2471,0.756667,0.688690,0.826423
2472,0.756667,0.678183,0.798135
2473,0.756667,0.689682,0.811028
2474,0.758333,0.553126,0.533035
2475,0.758333,0.678800,0.767350
2476,0.758333,0.695824,0.845103
2477,0.758333,0.700354,0.903767
2478,0.758333,0.630928,0.609384
2479,0.758333,0.624452,0.687075
2480,0.758333,0.692364,0.830061
2481,0.758333,0.589031,0.582396
2482,0.758333,0.619563,0.584584
2483,0.758333,0.683005,0.865940
2484,0.760000,0.469837,0.415846
2485,0.760000,0.595878,0.588437
2486,0.760000,0.661284,0.795509
2487,0.760000,0.688986,0.817078
2488,0.760000,0.653125,0.712657
2489,0.761667,0.641725,0.640216
2490,0.761667,0.659920,0.845075
2491,0.761667,0.528736,0.465805
2492,0.761667,0.556470,0.530248
2493,0.761667,0.647350,0.714151
2494,0.761667,0.645665,0.778524
2495,0.761667,0.669480,0.777030
2496,0.761667,0.694107,0.907453
2497,0.761667,0.648901,0.758862
2498,0.761667,0.375254,0.277485
2499,0.763333,0.628271,0.620731
2500,0.763333,0.692818,0.839535
2501,0.763333,0.684453,0.807156
2502,0.763333,0.645192,0.723394
2503,0.763333,0.545264,0.477849
2504,0.763333,0.696725,0.783656
2505,0.765000,0.684277,0.763802
2506,0.765000,0.660309,0.751446
2507,0.765000,0.702480,0.920505
2508,0.765000,0.473297,0.407915
2509,0.765000,0.664467,0.683651
2510,0.766667,0.692464,0.870611
2511,0.766667,0.689851,0.851438
2512,0.766667,0.611836,0.625079
2513,0.766667,0.626695,0.593019
2514,0.766667,0.683717,0.856666
2515,0.766667,0.602340,0.644040
2516,0.766667,0.650567,0.657277
2517,0.766667,0.673210,0.780028
2518,0.766667,0.694251,0.856255
2519,0.766667,0.685627,0.810777
2520,0.766667,0.514927,0.556969
2521,0.766667,0.492108,0.558196
2522,0.766667,0.636615,0.582155
2523,0.766667,0.679559,0.795164
2524,0.766667,0.633787,0.625543
2525,0.766667,0.692358,0.839827
2526,0.766667,0.595416,0.650799
2527,0.766667,0.692275,0.839554
2528,0.766667,0.684665,0.793288
2529,0.766667,0.657736,0.716357
2530,0.766667,0.660930,0.750144
2531,0.766667,0.694443,0.873120
2532,0.766667,0.687581,0.835264
2533,0.766667,0.641362,0.641477
2534,0.766667,0.619913,0.601032
2535,0.766667,0.674088,0.819078
2536,0.766667,0.646005,0.664555
2537,0.766667,0.631535,0.635472
2538,0.766667,0.690281,0.872792
2539,0.766667,0.687647,0.861276
2540,0.766667,0.664819,0.759134
2541,0.766667,0.675239,0.844185
2542,0.766667,0.631530,0.635480
2543,0.766667,0.578949,0.598596
2544,0.766667,0.677224,0.745868
2545,0.766667,0.608934,0.640626
2546,0.766667,0.544804,0.563936
2547,0.766667,0.613764,0.655065
2548,0.766667,0.473826,0.486057
2549,0.766667,0.660469,0.675079
2550,0.766667,0.667318,0.730829
2551,0.766667,0.685781,0.808318
2552,0.766667,0.618465,0.595980
2553,0.766667,0.605368,0.640583
2554,0.766667,0.567634,0.538141
2555,0.766667,0.654933,0.650477
2556,0.766667,0.625864,0.585208
2557,0.766667,0.656090,0.666081
2558,0.766667,0.690224,0.821877
2559,0.766667,0.635757,0.602780
2560,0.766667,0.629168,0.709182
2561,0.766667,0.671076,0.772630
2562,0.768333,0.686840,0.805925
2563,0.768333,0.663243,0.766359
2564,0.768333,0.677667,0.789776
2565,0.768333,0.688775,0.828781
2566,0.768333,0.601040,0.561522
2567,0.770000,0.659797,0.710206
2568,0.770000,0.564241,0.579225
2569,0.770000,0.593094,0.563120
2570,0.770000,0.654163,0.689133
2571,0.770000,0.553254,0.638674
2572,0.770000,0.691371,0.913088
2573,0.770000,0.664670,0.737574
2574,0.770000,0.580081,0.564260
2575,0.770000,0.468985,0.481026
2576,0.770000,0.658378,0.687448
2577,0.770000,0.608896,0.624355
2578,0.770000,0.629520,0.616557
2579,0.771667,0.594038,0.566555
2580,0.771667,0.611691,0.694672
2581,0.771667,0.532886,0.534018
2582,0.771667,0.469436,0.566562
2583,0.773333,0.678631,0.801024
2584,0.773333,0.562734,0.710152
2585,0.773333,0.692242,0.888765
2586,0.773333,0.653824,0.716232
2587,0.773333,0.680325,0.693120
2588,0.773333,0.642059,0.665234
2589,0.773333,0.694087,0.898267
2590,0.773333,0.660647,0.738603
2591,0.773333,0.690667,0.823875
2592,0.773333,0.624338,0.626634
2593,0.775000,0.685882,0.853964
2594,0.775000,0.663416,0.769175
2595,0.775000,0.677674,0.747240
2596,0.775000,0.595718,0.720814
2597,0.775000,0.626345,0.611804
2598,0.775000,0.672897,0.791288
2599,0.775000,0.545998,0.605949
2600,0.775000,0.629817,0.748513
2601,0.775000,0.621405,0.670516
2602,0.775000,0.694704,0.884268
2603,0.775000,0.649869,0.734544
2604,0.776667,0.682490,0.839464
2605,0.776667,0.667119,0.757093
2606,0.776667,0.647882,0.715821
2607,0.776667,0.644612,0.683220
2608,0.776667,0.580890,0.686997
2609,0.778333,0.693320,0.883048
2610,0.778333,0.678883,0.868564
2611,0.778333,0.666679,0.709675
2612,0.778333,0.662845,0.739171
2613,0.778333,0.689818,0.829875
2614,0.778333,0.693873,0.841077
2615,0.778333,0.670733,0.738399
2616,0.778333,0.668910,0.728492
2617,0.778333,0.564661,0.688520
2618,0.780000,0.619657,0.668326
2619,0.780000,0.594264,0.574625
2620,0.780000,0.642132,0.672012
2621,0.780000,0.689284,0.820378
2622,0.780000,0.687787,0.827367
2623,0.780000,0.644368,0.640442
2624,0.780000,0.698193,0.890429
2625,0.780000,0.640452,0.746759
2626,0.780000,0.693662,0.909409
2627,0.781667,0.659276,0.621922
2628,0.781667,0.647304,0.776605
2629,0.781667,0.498701,0.432303
2630,0.781667,0.673705,0.818796
2631,0.781667,0.687293,0.838264
2632,0.783333,0.685309,0.864992
2633,0.783333,0.656357,0.671907
2634,0.783333,0.695178,0.864021
2635,0.783333,0.676385,0.706815
2636,0.783333,0.632110,0.607534
2637,0.783333,0.694774,0.862499
2638,0.783333,0.649962,0.734566
2639,0.783333,0.679146,0.846156
2640,0.783333,0.700025,0.926159
2641,0.783333,0.693436,0.877803
2642,0.783333,0.643055,0.744811
2643,0.783333,0.681784,0.732419
2644,0.783333,0.532838,0.490130
2645,0.783333,0.659803,0.682115
2646,0.783333,0.703442,1.000000
2647,0.783333,0.697184,0.912503
2648,0.783333,0.695684,0.852002
2649,0.783333,0.577120,0.672558
2650,0.783333,0.660097,0.725721
2651,0.783333,0.622500,0.661130
2652,0.783333,0.649267,0.611957
2653,0.783333,0.602006,0.518462
2654,0.783333,0.664094,0.682043
2655,0.783333,0.693741,0.839721
2656,0.783333,0.665918,0.711154
2657,0.783333,0.678977,0.763902
2658,0.783333,0.661221,0.644542
2659,0.783333,0.696550,0.888081
2660,0.783333,0.636612,0.582155
2661,0.783333,0.640655,0.700247
2662,0.783333,0.512267,0.574227
2663,0.783333,0.627993,0.653859
2664,0.785000,0.582790,0.581186
2665,0.785000,0.691105,0.815861
2666,0.785000,0.669535,0.731834
2667,0.785000,0.640762,0.640241
2668,0.785000,0.674381,0.819236
2669,0.785000,0.681925,0.738560
2670,0.785000,0.683241,0.762543
2671,0.785000,0.665936,0.720999
2672,0.785000,0.698084,0.927900
2673,0.785000,0.636011,0.689039
2674,0.785000,0.670959,0.735626
2675,0.785000,0.544011,0.562292
2676,0.786667,0.635638,0.634706
2677,0.786667,0.633792,0.693068
2678,0.786667,0.628670,0.653125
2679,0.786667,0.578889,0.538694
2680,0.786667,0.612361,0.610091
2681,0.786667,0.665129,0.703048
2682,0.786667,0.645427,0.711432
2683,0.786667,0.668363,0.721256
2684,0.786667,0.641271,0.683425
2685,0.786667,0.694078,0.918560
2686,0.786667,0.688930,0.842057
2687,0.786667,0.480417,0.414750
2688,0.786667,0.649494,0.719311
2689,0.788333,0.695120,0.840433
2690,0.788333,0.701246,0.917652
2691,0.788333,0.556335,0.596616
2692,0.788333,0.676257,0.774262
2693,0.788333,0.549736,0.525337
2694,0.788333,0.681390,0.828106
2695,0.790000,0.635489,0.687235
2696,0.790000,0.587857,0.534508
2697,0.790000,0.459637,0.423020
2698,0.790000,0.669763,0.700119
2699,0.790000,0.692032,0.764259
2700,0.790000,0.646515,0.747314
2701,0.790000,0.697199,0.900490
2702,0.790000,0.588209,0.567274
2703,0.790000,0.497111,0.532318
2704,0.791667,0.688944,0.764863
2705,0.791667,0.601149,0.626364
2706,0.791667,0.661563,0.739253
2707,0.791667,0.628769,0.678878
2708,0.791667,0.486406,0.413130
2709,0.791667,0.691564,0.887760
2710,0.791667,0.667116,0.705901
2711,0.791667,0.664502,0.702405
2712,0.793333,0.656739,0.718666
2713,0.793333,0.679329,0.723543
2714,0.793333,0.666808,0.747882
2715,0.793333,0.626387,0.633178
2716,0.793333,0.671355,0.779124
2717,0.793333,0.671259,0.837989
2718,0.795000,0.661228,0.689212
2719,0.795000,0.590066,0.566809
2720,0.795000,0.575939,0.570111
2721,0.795000,0.664835,0.734433
2722,0.795000,0.678236,0.868994
2723,0.795000,0.639956,0.667833
2724,0.795000,0.685819,0.798026
2725,0.795000,0.618678,0.596481
2726,0.795000,0.634228,0.594699
2727,0.795000,0.699243,0.926888
2728,0.795000,0.690566,0.865440
2729,0.796667,0.683695,0.849059
2730,0.796667,0.583828,0.626572
2731,0.796667,0.628744,0.688714
2732,0.796667,0.665422,0.781882
2733,0.796667,0.593291,0.531406
2734,0.796667,0.625935,0.644449
2735,0.798333,0.618662,0.570707
2736,0.798333,0.650305,0.693104
2737,0.798333,0.679858,0.761747
2738,0.798333,0.607124,0.524145
2739,0.798333,0.688994,0.845000
2740,0.798333,0.424198,0.430072
2741,0.798333,0.684927,0.762338
2742,0.798333,0.666247,0.753526
2743,0.798333,0.667604,0.730351
2744,0.798333,0.676625,0.815497
2745,0.798333,0.660999,0.732174
2746,0.798333,0.633666,0.579063
2747,0.800000,0.696610,0.842842
2748,0.800000,0.691829,0.821681
2749,0.800000,0.640750,0.690263
2750,0.800000,0.686483,0.851148
2751,0.800000,0.660624,0.613589
2752,0.800000,0.533392,0.458482
2753,0.800000,0.663723,0.783612
2754,0.800000,0.557244,0.542279
2755,0.800000,0.542856,0.476945
2756,0.800000,0.501456,0.535048
2757,0.800000,0.689033,0.763244
2758,0.800000,0.624011,0.476823
2759,0.800000,0.528047,0.485230
2760,0.800000,0.603107,0.624109
2761,0.800000,0.509394,0.397663
2762,0.800000,0.688784,0.872906
2763,0.800000,0.675584,0.747850
2764,0.800000,0.656874,0.729481
2765,0.800000,0.688002,0.796661
2766,0.800000,0.657706,0.657123
2767,0.800000,0.679458,0.756636
2768,0.800000,0.603370,0.549521
2769,0.800000,0.648499,0.655309
2770,0.800000,0.690526,0.842375
2771,0.800000,0.572159,0.550062
2772,0.800000,0.679692,0.831290
2773,0.800000,0.677946,0.753622
2774,0.800000,0.654381,0.670990
2775,0.800000,0.619643,0.691455
2776,0.800000,0.696595,0.888311
2777,0.800000,0.694492,0.855976
2778,0.800000,0.582379,0.589423
2779,0.800000,0.679745,0.803229
2780,0.800000,0.688166,0.826339
2781,0.800000,0.659818,0.716535
2782,0.800000,0.446222,0.335477
2783,0.800000,0.671820,0.749981
2784,0.800000,0.640484,0.753476
2785,0.800000,0.684547,0.793178
2786,0.800000,0.692591,0.838251
2787,0.800000,0.685119,0.791015
2788,0.800000,0.682628,0.773571
2789,0.800000,0.532838,0.490130
2790,0.800000,0.694098,0.834924
2791,0.801667,0.661031,0.724694
2792,0.801667,0.620090,0.663333
2793,0.801667,0.609195,0.561634
2794,0.801667,0.629017,0.682153
2795,0.801667,0.639679,0.673250
2796,0.801667,0.665440,0.770255
2797,0.801667,0.682342,0.765926
2798,0.801667,0.685145,0.822964
2799,0.801667,0.621059,0.653417
2800,0.803333,0.479212,0.513347
2801,0.803333,0.578626,0.572712
2802,0.803333,0.662128,0.731287
2803,0.803333,0.571959,0.650978
2804,0.803333,0.505911,0.480233
2805,0.805000,0.637314,0.784599
2806,0.805000,0.627055,0.669241
2807,0.805000,0.648371,0.785651
2808,0.805000,0.650578,0.677950
2809,0.805000,0.656687,0.663343
2810,0.806667,0.630670,0.606287
2811,0.806667,0.670323,0.749346
2812,0.806667,0.694238,0.923210
2813,0.806667,0.630236,0.762993
2814,0.806667,0.644584,0.683224
2815,0.808333,0.678398,0.732233
2816,0.808333,0.688901,0.835641
2817,0.808333,0.587135,0.550570
2818,0.810000,0.643297,0.672547
2819,0.810000,0.556249,0.599387
2820,0.810000,0.623771,0.573972
2821,0.810000,0.609655,0.676161
2822,0.810000,0.629060,0.713645
2823,0.810000,0.659605,0.767185
2824,0.811667,0.672273,0.754662
2825,0.811667,0.694456,0.904436
2826,0.811667,0.661519,0.791856
2827,0.811667,0.697661,0.883528
2828,0.811667,0.588712,0.585519
2829,0.811667,0.695861,0.887477
2830,0.811667,0.647993,0.653157
2831,0.811667,0.667821,0.739430
2832,0.811667,0.605270,0.626172
2833,0.811667,0.678295,0.758520
2834,0.811667,0.624831,0.584332
2835,0.811667,0.606802,0.588548
2836,0.811667,0.658028,0.688796
2837,0.813333,0.684859,0.841557
2838,0.813333,0.582167,0.714572
2839,0.813333,0.668852,0.747873
2840,0.813333,0.549750,0.598413
2841,0.813333,0.579699,0.686294
2842,0.813333,0.689912,0.816195
2843,0.813333,0.655918,0.757622
2844,0.813333,0.667622,0.781256
2845,0.815000,0.550167,0.559885
2846,0.815000,0.686635,0.826748
2847,0.815000,0.515122,0.436889
2848,0.815000,0.584074,0.567180
2849,0.816667,0.657630,0.783567
2850,0.816667,0.471900,0.510352
2851,0.816667,0.689225,0.778511
2852,0.816667,0.614532,0.597754
2853,0.816667,0.698419,0.931088
2854,0.816667,0.642494,0.623791
2855,0.816667,0.655672,0.714713
2856,0.816667,0.679679,0.734362
2857,0.816667,0.603370,0.549521
2858,0.816667,0.688123,0.824064
2859,0.816667,0.641537,0.660080
2860,0.816667,0.693419,0.839971
2861,0.816667,0.640088,0.618576
2862,0.816667,0.589434,0.629169
2863,0.816667,0.658803,0.721233
2864,0.816667,0.592482,0.520355
2865,0.816667,0.609164,0.603454
2866,0.816667,0.688020,0.816166
2867,0.816667,0.634983,0.652420
2868,0.816667,0.692757,0.870878
2869,0.816667,0.691604,0.861542
2870,0.816667,0.681227,0.841437
2871,0.816667,0.490976,0.525011
2872,0.816667,0.653243,0.662423
2873,0.816667,0.618818,0.596482
2874,0.816667,0.671497,0.728318
2875,0.816667,0.671426,0.744219
2876,0.816667,0.644870,0.725035
2877,0.816667,0.681217,0.841440
2878,0.816667,0.629203,0.621024
2879,0.816667,0.681281,0.795936
2880,0.816667,0.687702,0.835016
2881,0.816667,0.672384,0.753264
2882,0.818333,0.690765,0.883020
2883,0.818333,0.625637,0.740351
2884,0.818333,0.626513,0.638125
2885,0.818333,0.637805,0.619918
2886,0.818333,0.658202,0.665204
2887,0.818333,0.633733,0.635971
2888,0.818333,0.678907,0.766776
2889,0.820000,0.646104,0.670371
2890,0.820000,0.655076,0.764593
2891,0.820000,0.674216,0.818322
2892,0.820000,0.592480,0.700355
2893,0.820000,0.638618,0.670819
2894,0.820000,0.678735,0.750935
2895,0.820000,0.633158,0.737276
2896,0.820000,0.610013,0.658858
2897,0.821667,0.641916,0.609435
2898,0.821667,0.676345,0.793893
2899,0.821667,0.685500,0.844708
2900,0.821667,0.683081,0.880306
2901,0.823333,0.698414,0.845849
2902,0.823333,0.637035,0.746339
2903,0.823333,0.695658,0.837581
2904,0.825000,0.694068,0.881811
2905,0.825000,0.634995,0.579585
2906,0.825000,0.689914,0.826454
2907,0.825000,0.703133,0.933810
2908,0.825000,0.687768,0.831574
2909,0.825000,0.603925,0.701510
2910,0.825000,0.683097,0.794850
2911,0.825000,0.675977,0.757151
2912,0.826667,0.688867,0.874246
2913,0.826667,0.512740,0.477654
2914,0.826667,0.537131,0.572465
2915,0.826667,0.640971,0.705466
2916,0.826667,0.616747,0.675823
2917,0.826667,0.690049,0.826576
2918,0.826667,0.679679,0.784790
2919,0.828333,0.691279,0.851948
2920,0.828333,0.613695,0.588424
2921,0.828333,0.697756,0.879197
2922,0.828333,0.668081,0.748226
2923,0.828333,0.679358,0.762002
2924,0.828333,0.678810,0.875135
2925,0.828333,0.693275,0.836610
2926,0.830000,0.592965,0.700969
2927,0.830000,0.548723,0.640330
2928,0.831667,0.624226,0.708522
2929,0.831667,0.675683,0.764755
2930,0.831667,0.582455,0.581225
2931,0.831667,0.634324,0.608694
2932,0.831667,0.663233,0.766783
2933,0.831667,0.643699,0.653132
2934,0.833333,0.692135,0.847436
2935,0.833333,0.676025,0.818629
2936,0.833333,0.464779,0.501837
2937,0.833333,0.668557,0.708587
2938,0.833333,0.627782,0.634693
2939,0.833333,0.488924,0.418915
2940,0.833333,0.649714,0.646336
2941,0.833333,0.640184,0.622744
2942,0.833333,0.644135,0.689320
2943,0.833333,0.679895,0.774462
2944,0.833333,0.668175,0.762700
2945,0.833333,0.649440,0.732333
2946,0.833333,0.628294,0.712885
2947,0.833333,0.671388,0.710850
2948,0.833333,0.550879,0.577222
2949,0.833333,0.555848,0.574125
2950,0.833333,0.690230,0.859452
2951,0.833333,0.684039,0.829379
2952,0.833333,0.696639,0.898137
2953,0.833333,0.641078,0.718571
2954,0.833333,0.648962,0.629361
2955,0.833333,0.672896,0.767908
2956,0.833333,0.624598,0.587988
2957,0.833333,0.662451,0.831051
2958,0.833333,0.692033,0.890924
2959,0.833333,0.678348,0.747397
2960,0.833333,0.673708,0.799585
2961,0.833333,0.638355,0.675847
2962,0.833333,0.682245,0.717384
2963,0.833333,0.695792,0.889841
2964,0.833333,0.522014,0.507428
2965,0.833333,0.690537,0.848973
2966,0.833333,0.634420,0.647315
2967,0.833333,0.696303,0.887982
2968,0.833333,0.699026,0.902631
2969,0.835000,0.676642,0.788583
2970,0.835000,0.661669,0.722731
2971,0.835000,0.694592,0.904769
2972,0.835000,0.683925,0.814915
2973,0.836667,0.583219,0.673002
2974,0.836667,0.586464,0.544462
2975,0.836667,0.634268,0.664017
2976,0.836667,0.678849,0.721505
2977,0.836667,0.542293,0.545638
2978,0.836667,0.644910,0.743269
2979,0.836667,0.668449,0.776921
2980,0.838333,0.627724,0.711938
2981,0.838333,0.698824,0.926674
2982,0.838333,0.616831,0.604009
2983,0.838333,0.677184,0.754600
2984,0.838333,0.587676,0.615617
2985,0.840000,0.475964,0.490631
2986,0.840000,0.644106,0.680859
2987,0.840000,0.679479,0.820840
2988,0.841667,0.673708,0.799584
2989,0.841667,0.670494,0.703175
2990,0.843333,0.654564,0.606592
2991,0.843333,0.688271,0.829269
2992,0.843333,0.592443,0.643549
2993,0.843333,0.609319,0.567320
2994,0.843333,0.632987,0.726848
2995,0.843333,0.688530,0.844444
2996,0.843333,0.691609,0.822538
2997,0.843333,0.678624,0.874538
2998,0.845000,0.668348,0.765592
2999,0.845000,0.606780,0.657086
3000,0.845000,0.496029,0.611928
3001,0.846667,0.629484,0.637402
3002,0.846667,0.656577,0.727374
3003,0.846667,0.471026,0.389687
3004,0.846667,0.699973,0.911148
3005,0.846667,0.652858,0.744880
3006,0.846667,0.676052,0.780608
3007,0.846667,0.544083,0.582161
3008,0.848333,0.687408,0.856271
3009,0.848333,0.653321,0.766267
3010,0.848333,0.450076,0.455656
3011,0.848333,0.677021,0.845058
3012,0.848333,0.656956,0.686697
3013,0.850000,0.679845,0.786744
3014,0.850000,0.596969,0.564175
3015,0.850000,0.545002,0.488626
3016,0.850000,0.619921,0.664803
3017,0.850000,0.672015,0.786928
3018,0.850000,0.633166,0.663941
3019,0.850000,0.683510,0.804788
3020,0.850000,0.696124,0.868815
3021,0.850000,0.538277,0.515574
3022,0.850000,0.689932,0.850582
3023,0.850000,0.605245,0.661852
3024,0.850000,0.672479,0.749107
3025,0.850000,0.674044,0.734945
3026,0.850000,0.519824,0.532644
3027,0.850000,0.619719,0.669995
3028,0.850000,0.572715,0.586885
3029,0.850000,0.688906,0.882772
3030,0.850000,0.678681,0.748255
3031,0.850000,0.677342,0.751499
3032,0.850000,0.689308,0.889534
3033,0.850000,0.644110,0.710932
3034,0.850000,0.664117,0.772286
3035,0.850000,0.618850,0.608820
3036,0.850000,0.683549,0.770935
3037,0.850000,0.665709,0.797223
3038,0.850000,0.664307,0.731227
3039,0.850000,0.695256,0.877525
3040,0.850000,0.676059,0.783623
3041,0.850000,0.650476,0.727604
3042,0.850000,0.695212,0.877071
3043,0.850000,0.636125,0.685733
3044,0.850000,0.677768,0.790063
3045,0.850000,0.694939,0.877759
3046,0.850000,0.692169,0.882899
3047,0.850000,0.648970,0.661527
3048,0.851667,0.672264,0.808270
3049,0.851667,0.616877,0.610114
3050,0.851667,0.681726,0.742040
3051,0.851667,0.656421,0.676083
3052,0.851667,0.685596,0.863559
3053,0.853333,0.664543,0.727134
3054,0.853333,0.669458,0.779724
3055,0.853333,0.691597,0.823681
3056,0.853333,0.653571,0.641222
3057,0.853333,0.694092,0.898272
3058,0.853333,0.677922,0.801141
3059,0.855000,0.608067,0.687229
3060,0.855000,0.664428,0.763192
3061,0.855000,0.660546,0.707274
3062,0.855000,0.572173,0.506236
3063,0.856667,0.611542,0.581884
3064,0.856667,0.621628,0.667909
3065,0.856667,0.651705,0.733896
3066,0.858333,0.657191,0.687053
3067,0.858333,0.643539,0.666390
3068,0.858333,0.667910,0.782198
3069,0.858333,0.622130,0.564916
3070,0.858333,0.658960,0.727991
3071,0.858333,0.703897,0.982490
3072,0.858333,0.516240,0.539630
3073,0.858333,0.696077,0.883349
3074,0.860000,0.682610,0.780901
3075,0.860000,0.435626,0.455416
3076,0.860000,0.588664,0.613446
3077,0.860000,0.627996,0.769167
3078,0.860000,0.687078,0.800114
3079,0.861667,0.669262,0.813853
3080,0.861667,0.674724,0.811912
3081,0.861667,0.663937,0.730825
3082,0.861667,0.676223,0.801458
3083,0.861667,0.693333,0.881084
3084,0.863333,0.664494,0.838776
3085,0.863333,0.679754,0.736569
3086,0.863333,0.558921,0.697411
3087,0.863333,0.663482,0.799420
3088,0.863333,0.656756,0.753918
3089,0.863333,0.674578,0.681325
3090,0.865000,0.664807,0.719622
3091,0.865000,0.588609,0.694903
3092,0.865000,0.668323,0.737063
3093,0.865000,0.600928,0.676476
3094,0.866667,0.669974,0.764294
3095,0.866667,0.648059,0.564239
3096,0.866667,0.644219,0.716162
3097,0.866667,0.682391,0.761670
3098,0.866667,0.680367,0.764252
3099,0.866667,0.659106,0.726517
3100,0.866667,0.700120,0.937492
3101,0.866667,0.650996,0.677805
3102,0.866667,0.692252,0.881467
3103,0.866667,0.622086,0.564880
3104,0.866667,0.694590,0.835902
3105,0.866667,0.657321,0.721196
3106,0.866667,0.696680,0.898364
3107,0.866667,0.619514,0.630708
3108,0.866667,0.621959,0.650917
3109,0.866667,0.595834,0.603515
3110,0.866667,0.672287,0.736809
3111,0.866667,0.669994,0.784974
3112,0.866667,0.671761,0.800341
3113,0.866667,0.673307,0.769192
3114,0.866667,0.665766,0.797242
3115,0.866667,0.680021,0.756103
3116,0.866667,0.567852,0.582001
3117,0.866667,0.699833,0.922801
3118,0.866667,0.695655,0.885427
3119,0.866667,0.644852,0.693380
3120,0.868333,0.649710,0.671919
3121,0.868333,0.651231,0.734929
3122,0.868333,0.643632,0.699986
3123,0.870000,0.686559,0.792308
3124,0.870000,0.504690,0.471451
3125,0.870000,0.520174,0.513333
3126,0.870000,0.694095,0.898285
3127,0.871667,0.680359,0.781000
3128,0.873333,0.603026,0.766732
3129,0.873333,0.655946,0.651716
3130,0.875000,0.679462,0.820821
3131,0.875000,0.681319,0.758998
3132,0.875000,0.689306,0.858776
3133,0.875000,0.676884,0.743477
3134,0.875000,0.692453,0.854626
3135,0.876667,0.684240,0.838524
3136,0.876667,0.491407,0.520693
3137,0.878333,0.569899,0.584592
3138,0.878333,0.645169,0.688394
3139,0.878333,0.606813,0.559509
3140,0.880000,0.695618,0.849699
3141,0.880000,0.678152,0.816406
3142,0.880000,0.638497,0.614767
3143,0.881667,0.655451,0.684393
3144,0.881667,0.643099,0.638981
3145,0.883333,0.621784,0.679468
3146,0.883333,0.597330,0.581604
3147,0.883333,0.638784,0.671563
3148,0.883333,0.649181,0.658490
3149,0.883333,0.644730,0.615567
3150,0.883333,0.650454,0.748250
3151,0.883333,0.664240,0.734621
3152,0.883333,0.681897,0.796114
3153,0.883333,0.640817,0.701207
3154,0.883333,0.667877,0.733692
3155,0.883333,0.672167,0.735975
3156,0.883333,0.696536,0.838678
3157,0.883333,0.645753,0.637206
3158,0.883333,0.581868,0.509954
3159,0.883333,0.680484,0.823801
3160,0.883333,0.663573,0.689301
3161,0.883333,0.665558,0.753592
3162,0.883333,0.679791,0.759265
